O00159-3	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
Q13257	R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins
Q13257	R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A
Q13257	R-HSA-2467813	Separation of Sister Chromatids
Q13257	R-HSA-2500257	Resolution of Sister Chromatid Cohesion
Q13257	R-HSA-5663220	RHO GTPases Activate Formins
Q13257	R-HSA-68877	Mitotic Prometaphase
Q13257	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation
Q13258	R-HSA-391908	Prostanoid ligand receptors
Q13258	R-HSA-418555	G alpha (s) signalling events
Q13261	R-HSA-8983432	Interleukin-15 signaling
Q13263	R-HSA-212436	Generic Transcription Pathway
Q13263	R-HSA-3899300	SUMOylation of transcription cofactors
Q13263	R-HSA-9609690	HCMV Early Events
Q13263	R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins
Q13277	R-HSA-449836	Other interleukin signaling
Q13283	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
Q13285	R-HSA-383280	Nuclear Receptor transcription pathway
Q13285	R-HSA-4090294	SUMOylation of intracellular receptors
Q13285	R-HSA-452723	Transcriptional regulation of pluripotent stem cells
Q13285	R-HSA-9690406	Transcriptional regulation of testis differentiation
Q13286	R-HSA-9845576	Glycosphingolipid transport
Q13287	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses
Q13303	R-HSA-1296072	Voltage gated Potassium channels
Q13303	R-HSA-6798695	Neutrophil degranulation
Q13304	R-HSA-391906	Leukotriene receptors
Q13304	R-HSA-416476	G alpha (q) signalling events
Q13304	R-HSA-417957	P2Y receptors
Q13304	R-HSA-418594	G alpha (i) signalling events
Q13309	R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
Q13309	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21
Q13309	R-HSA-5689880	Ub-specific processing proteases
Q13309	R-HSA-68949	Orc1 removal from chromatin
Q13309	R-HSA-69231	Cyclin D associated events in G1
Q13309	R-HSA-8939902	Regulation of RUNX2 expression and activity
Q13309	R-HSA-8951664	Neddylation
Q13309	R-HSA-9687136	Aberrant regulation of mitotic exit in cancer due to RB1 defects
Q13309	R-HSA-9708530	Regulation of BACH1 activity
Q13309	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q13315	R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence
Q13315	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
Q13315	R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1
Q13315	R-HSA-5685938	HDR through Single Strand Annealing (SSA)
Q13315	R-HSA-5685942	HDR through Homologous Recombination (HRR)
Q13315	R-HSA-5693548	Sensing of DNA Double Strand Breaks
Q13315	R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
Q13315	R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
Q13315	R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates
Q13315	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)
Q13315	R-HSA-5693579	Homologous DNA Pairing and Strand Exchange
Q13315	R-HSA-5693607	Processing of DNA double-strand break ends
Q13315	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange
Q13315	R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes
Q13315	R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
Q13315	R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases
Q13315	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
Q13315	R-HSA-6804757	Regulation of TP53 Degradation
Q13315	R-HSA-6804760	Regulation of TP53 Activity through Methylation
Q13315	R-HSA-69473	G2/M DNA damage checkpoint
Q13315	R-HSA-69541	Stabilization of p53
Q13315	R-HSA-912446	Meiotic recombination
Q13315	R-HSA-9664873	Pexophagy
Q13315	R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function
Q13315	R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
Q13315	R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
Q13315	R-HSA-9709570	Impaired BRCA2 binding to RAD51
Q13315	R-HSA-9709603	Impaired BRCA2 binding to PALB2
Q13316	R-HSA-3000178	ECM proteoglycans
Q13316	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
Q13316	R-HSA-8957275	Post-translational protein phosphorylation
Q13319	R-HSA-9031628	NGF-stimulated transcription
Q13322	R-HSA-1433557	Signaling by SCF-KIT
Q13322	R-HSA-74713	IRS activation
Q13322	R-HSA-74749	Signal attenuation
Q13322	R-HSA-74751	Insulin receptor signalling cascade
Q13322	R-HSA-8853659	RET signaling
Q13322	R-HSA-9607240	FLT3 Signaling
Q13322	R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency
Q13324	R-HSA-418555	G alpha (s) signalling events
Q13324	R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin
Q13325	R-HSA-909733	Interferon alpha/beta signaling
Q13326	R-HSA-9913351	Formation of the dystrophin-glycoprotein complex (DGC)
Q13330	R-HSA-3214815	HDACs deacetylate histones
Q13330	R-HSA-3232118	SUMOylation of transcription factors
Q13330	R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
Q13330	R-HSA-73762	RNA Polymerase I Transcription Initiation
Q13330	R-HSA-8943724	Regulation of PTEN gene transcription
Q13330	R-HSA-9679191	Potential therapeutics for SARS
Q13330	R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins
Q13330	R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
Q13330	R-HSA-9845323	Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)
Q13332	R-HSA-3000178	ECM proteoglycans
Q13332	R-HSA-388844	Receptor-type tyrosine-protein phosphatases
Q13332	R-HSA-8849932	Synaptic adhesion-like molecules
Q13332	R-HSA-9034015	Signaling by NTRK3 (TRKC)
Q13336	R-HSA-425366	Transport of bile salts and organic acids, metal ions and amine compounds
Q13347	R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression
Q13347	R-HSA-72649	Translation initiation complex formation
Q13347	R-HSA-72689	Formation of a pool of free 40S subunits
Q13347	R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex
Q13347	R-HSA-72702	Ribosomal scanning and start codon recognition
Q13347	R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit
Q13349	R-HSA-216083	Integrin cell surface interactions
Q13352	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
Q13352	R-HSA-205043	NRIF signals cell death from the nucleus
Q13352	R-HSA-2467813	Separation of Sister Chromatids
Q13352	R-HSA-2500257	Resolution of Sister Chromatid Cohesion
Q13352	R-HSA-5663220	RHO GTPases Activate Formins
Q13352	R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere
Q13352	R-HSA-68877	Mitotic Prometaphase
Q13352	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation
Q13356	R-HSA-210991	Basigin interactions
Q13356	R-HSA-72163	mRNA Splicing - Major Pathway
Q13361	R-HSA-1566948	Elastic fibre formation
Q13361	R-HSA-2129379	Molecules associated with elastic fibres
Q13362	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
Q13362	R-HSA-195253	Degradation of beta-catenin by the destruction complex
Q13362	R-HSA-196299	Beta-catenin phosphorylation cascade
Q13362	R-HSA-2467813	Separation of Sister Chromatids
Q13362	R-HSA-2500257	Resolution of Sister Chromatid Cohesion
Q13362	R-HSA-389356	Co-stimulation by CD28
Q13362	R-HSA-389513	Co-inhibition by CTLA4
Q13362	R-HSA-432142	Platelet sensitization by LDL
Q13362	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane
Q13362	R-HSA-5339716	Signaling by GSK3beta mutants
Q13362	R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated
Q13362	R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated
Q13362	R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated
Q13362	R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated
Q13362	R-HSA-5467337	APC truncation mutants have impaired AXIN binding
Q13362	R-HSA-5467340	AXIN missense mutants destabilize the destruction complex
Q13362	R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex
Q13362	R-HSA-5663220	RHO GTPases Activate Formins
Q13362	R-HSA-5673000	RAF activation
Q13362	R-HSA-5675221	Negative regulation of MAPK pathway
Q13362	R-HSA-6804757	Regulation of TP53 Degradation
Q13362	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
Q13362	R-HSA-68877	Mitotic Prometaphase
Q13362	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation
Q13363	R-HSA-3769402	Deactivation of the beta-catenin transactivating complex
Q13363	R-HSA-3899300	SUMOylation of transcription cofactors
Q13363	R-HSA-4641265	Repression of WNT target genes
Q13363	R-HSA-5339700	Signaling by TCF7L2 mutants
Q13370	R-HSA-165160	PDE3B signalling
Q13370	R-HSA-418555	G alpha (s) signalling events
Q13371	R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding
Q13393	R-HSA-1483148	Synthesis of PG
Q13393	R-HSA-1483166	Synthesis of PA
Q13393	R-HSA-2029485	Role of phospholipids in phagocytosis
Q13393	R-HSA-6798695	Neutrophil degranulation
Q13393	R-HSA-8980692	RHOA GTPase cycle
Q13393	R-HSA-9013148	CDC42 GTPase cycle
Q13393	R-HSA-9013149	RAC1 GTPase cycle
Q13393	R-HSA-9013408	RHOG GTPase cycle
Q13398	R-HSA-212436	Generic Transcription Pathway
Q13402	R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)
Q13402	R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea
Q13402	R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea
Q13404	R-HSA-168638	NOD1/2 Signaling Pathway
Q13404	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment
Q13404	R-HSA-202424	Downstream TCR signaling
Q13404	R-HSA-2871837	FCERI mediated NF-kB activation
Q13404	R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation  
Q13404	R-HSA-450302	activated TAK1 mediates p38 MAPK activation
Q13404	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
Q13404	R-HSA-5205685	PINK1-PRKN Mediated Mitophagy
Q13404	R-HSA-5607764	CLEC7A (Dectin-1) signaling
Q13404	R-HSA-9020702	Interleukin-1 signaling
Q13404	R-HSA-937039	IRAK1 recruits IKK complex
Q13404	R-HSA-937041	IKK complex recruitment mediated by RIP1
Q13404	R-HSA-9646399	Aggrephagy
Q13404	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
Q13404	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
Q13404	R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
Q13404	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q13405	R-HSA-5368286	Mitochondrial translation initiation
Q13405	R-HSA-5389840	Mitochondrial translation elongation
Q13405	R-HSA-5419276	Mitochondrial translation termination
Q13409	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
Q13409	R-HSA-2132295	MHC class II antigen presentation
Q13409	R-HSA-2467813	Separation of Sister Chromatids
Q13409	R-HSA-2500257	Resolution of Sister Chromatid Cohesion
Q13409	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition
Q13409	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
Q13409	R-HSA-380259	Loss of Nlp from mitotic centrosomes
Q13409	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
Q13409	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome
Q13409	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
Q13409	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
Q13409	R-HSA-5663220	RHO GTPases Activate Formins
Q13409	R-HSA-6807878	COPI-mediated anterograde transport
Q13409	R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic
Q13409	R-HSA-68877	Mitotic Prometaphase
Q13409	R-HSA-8854518	AURKA Activation by TPX2
Q13409	R-HSA-9609690	HCMV Early Events
Q13409	R-HSA-9646399	Aggrephagy
Q13409	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation
Q13410	R-HSA-8851680	Butyrophilin (BTN) family interactions
Q13415	R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation
Q13415	R-HSA-176187	Activation of ATR in response to replication stress
Q13415	R-HSA-68616	Assembly of the ORC complex at the origin of replication
Q13415	R-HSA-68689	CDC6 association with the ORC:origin complex
Q13415	R-HSA-68867	Assembly of the pre-replicative complex
Q13415	R-HSA-68949	Orc1 removal from chromatin
Q13415	R-HSA-68962	Activation of the pre-replicative complex
Q13415	R-HSA-69205	G1/S-Specific Transcription
Q13416	R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation
Q13416	R-HSA-176187	Activation of ATR in response to replication stress
Q13416	R-HSA-68616	Assembly of the ORC complex at the origin of replication
Q13416	R-HSA-68689	CDC6 association with the ORC:origin complex
Q13416	R-HSA-68867	Assembly of the pre-replicative complex
Q13416	R-HSA-68949	Orc1 removal from chromatin
Q13416	R-HSA-68962	Activation of the pre-replicative complex
Q13418	R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions
Q13418	R-HSA-446353	Cell-extracellular matrix interactions
Q13421	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
Q13421	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
Q13421	R-HSA-8957275	Post-translational protein phosphorylation
Q13423	R-HSA-71403	Citric acid cycle (TCA cycle)
Q13424	R-HSA-9913351	Formation of the dystrophin-glycoprotein complex (DGC)
Q13425	R-HSA-9913351	Formation of the dystrophin-glycoprotein complex (DGC)
Q13426	R-HSA-164843	2-LTR circle formation
Q13426	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
Q13426	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)
Q13427	R-HSA-72163	mRNA Splicing - Major Pathway
Q13427	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses
Q13433	R-HSA-442380	Zinc influx into cells by the SLC39 gene family
Q13435	R-HSA-72163	mRNA Splicing - Major Pathway
Q13435	R-HSA-72165	mRNA Splicing - Minor Pathway
Q13438	R-HSA-382556	ABC-family proteins mediated transport
Q13438	R-HSA-5358346	Hedgehog ligand biogenesis
Q13438	R-HSA-5362768	Hh mutants are degraded by ERAD
Q13438	R-HSA-5678895	Defective CFTR causes cystic fibrosis
Q13438	R-HSA-901032	ER Quality Control Compartment (ERQC)
Q13439	R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network
Q13439	R-HSA-9673768	Signaling by membrane-tethered fusions of PDGFRA or PDGFRB
Q13442	R-HSA-6798695	Neutrophil degranulation
Q13443	R-HSA-1442490	Collagen degradation
Q13444	R-HSA-1474228	Degradation of the extracellular matrix
Q13444	R-HSA-8941237	Invadopodia formation
Q13449	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
Q13451	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
Q13451	R-HSA-8939211	ESR-mediated signaling
Q13451	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
Q13451	R-HSA-9909505	Modulation of host responses by IFN-stimulated genes
Q13454	R-HSA-446203	Asparagine N-linked glycosylation
Q13454	R-HSA-5223345	Miscellaneous transport and binding events
Q13454	R-HSA-9694548	Maturation of spike protein
Q13459	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation
Q13459	R-HSA-8980692	RHOA GTPase cycle
Q13459	R-HSA-8985586	SLIT2:ROBO1 increases RHOA activity
Q13459	R-HSA-9013026	RHOB GTPase cycle
Q13459	R-HSA-9013106	RHOC GTPase cycle
Q13459	R-HSA-9013148	CDC42 GTPase cycle
Q13459	R-HSA-9013149	RAC1 GTPase cycle
Q13459	R-HSA-9035034	RHOF GTPase cycle
Q13459	R-HSA-9664422	FCGR3A-mediated phagocytosis
Q13464	R-HSA-111465	Apoptotic cleavage of cellular proteins
Q13464	R-HSA-3928662	EPHB-mediated forward signaling
Q13464	R-HSA-3928663	EPHA-mediated growth cone collapse
Q13464	R-HSA-416482	G alpha (12/13) signalling events
Q13464	R-HSA-416572	Sema4D induced cell migration and growth-cone collapse
Q13464	R-HSA-4420097	VEGFA-VEGFR2 Pathway
Q13464	R-HSA-5627117	RHO GTPases Activate ROCKs
Q13464	R-HSA-6798695	Neutrophil degranulation
Q13464	R-HSA-8980692	RHOA GTPase cycle
Q13464	R-HSA-9013026	RHOB GTPase cycle
Q13464	R-HSA-9013106	RHOC GTPase cycle
Q13464	R-HSA-9013407	RHOH GTPase cycle
Q13464	R-HSA-9013422	RHOBTB1 GTPase cycle
Q13464	R-HSA-9679191	Potential therapeutics for SARS
Q13464	R-HSA-9696264	RND3 GTPase cycle
Q13467	R-HSA-373080	Class B/2 (Secretin family receptors)
Q13467	R-HSA-4086398	Ca2+ pathway
Q13467	R-HSA-4608870	Asymmetric localization of PCP proteins
Q13467	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane
Q13467	R-HSA-4641263	Regulation of FZD by ubiquitination
Q13467	R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2
Q13467	R-HSA-5340588	Signaling by RNF43 mutants
Q13469	R-HSA-2025928	Calcineurin activates NFAT
Q13469	R-HSA-2871809	FCERI mediated Ca+2 mobilization
Q13469	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation
Q13469	R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
Q13472	R-HSA-5685938	HDR through Single Strand Annealing (SSA)
Q13472	R-HSA-5685942	HDR through Homologous Recombination (HRR)
Q13472	R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
Q13472	R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates
Q13472	R-HSA-5693579	Homologous DNA Pairing and Strand Exchange
Q13472	R-HSA-5693607	Processing of DNA double-strand break ends
Q13472	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange
Q13472	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
Q13472	R-HSA-69473	G2/M DNA damage checkpoint
Q13472	R-HSA-912446	Meiotic recombination
Q13472	R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function
Q13472	R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
Q13472	R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
Q13472	R-HSA-9709570	Impaired BRCA2 binding to RAD51
Q13472	R-HSA-9709603	Impaired BRCA2 binding to PALB2
Q13472	R-HSA-9913635	Strand-asynchronous mitochondrial DNA replication
Q13474	R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination
Q13474	R-HSA-9913351	Formation of the dystrophin-glycoprotein complex (DGC)
Q13478	R-HSA-9008059	Interleukin-37 signaling
Q13478	R-HSA-9012546	Interleukin-18 signaling
Q13480	R-HSA-109704	PI3K Cascade
Q13480	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
Q13480	R-HSA-1257604	PIP3 activates AKT signaling
Q13480	R-HSA-180292	GAB1 signalosome
Q13480	R-HSA-1963642	PI3K events in ERBB2 signaling
Q13480	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
Q13480	R-HSA-5637810	Constitutive Signaling by EGFRvIII
Q13480	R-HSA-5654689	PI-3K cascade:FGFR1
Q13480	R-HSA-5654695	PI-3K cascade:FGFR2
Q13480	R-HSA-5654710	PI-3K cascade:FGFR3
Q13480	R-HSA-5654720	PI-3K cascade:FGFR4
Q13480	R-HSA-5655253	Signaling by FGFR2 in disease
Q13480	R-HSA-5655291	Signaling by FGFR4 in disease
Q13480	R-HSA-5655302	Signaling by FGFR1 in disease
Q13480	R-HSA-5655332	Signaling by FGFR3 in disease
Q13480	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
Q13480	R-HSA-8851907	MET activates PI3K/AKT signaling
Q13480	R-HSA-8853659	RET signaling
Q13480	R-HSA-8865999	MET activates PTPN11
Q13480	R-HSA-8875555	MET activates RAP1 and RAC1
Q13480	R-HSA-8875656	MET receptor recycling
Q13480	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
Q13480	R-HSA-9028335	Activated NTRK2 signals through PI3K
Q13480	R-HSA-9664565	Signaling by ERBB2 KD Mutants
Q13480	R-HSA-9665348	Signaling by ERBB2 ECD mutants
Q13485	R-HSA-1181150	Signaling by NODAL
Q13485	R-HSA-1502540	Signaling by Activin
Q13485	R-HSA-201451	Signaling by BMP
Q13485	R-HSA-2173789	TGF-beta receptor signaling activates SMADs
Q13485	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
Q13485	R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
Q13485	R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer
Q13485	R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer
Q13485	R-HSA-452723	Transcriptional regulation of pluripotent stem cells
Q13485	R-HSA-5689880	Ub-specific processing proteases
Q13485	R-HSA-8941326	RUNX2 regulates bone development
Q13485	R-HSA-8941855	RUNX3 regulates CDKN1A transcription
Q13485	R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription
Q13485	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes
Q13485	R-HSA-9617828	FOXO-mediated transcription of cell cycle genes
Q13485	R-HSA-9733709	Cardiogenesis
Q13485	R-HSA-9735871	SARS-CoV-1 targets host intracellular signalling and regulatory pathways
Q13485	R-HSA-9754189	Germ layer formation at gastrulation
Q13485	R-HSA-9823730	Formation of definitive endoderm
Q13485	R-HSA-9839394	TGFBR3 expression
Q13485	R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
Q13487	R-HSA-6807505	RNA polymerase II transcribes snRNA genes
Q13487	R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation
Q13487	R-HSA-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter
Q13488	R-HSA-1222556	ROS and RNS production in phagocytes
Q13488	R-HSA-6798695	Neutrophil degranulation
Q13488	R-HSA-77387	Insulin receptor recycling
Q13488	R-HSA-917977	Transferrin endocytosis and recycling
Q13488	R-HSA-9639288	Amino acids regulate mTORC1
Q13488	R-HSA-983712	Ion channel transport
Q13489	R-HSA-168638	NOD1/2 Signaling Pathway
Q13489	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment
Q13489	R-HSA-5213460	RIPK1-mediated regulated necrosis
Q13489	R-HSA-5357786	TNFR1-induced proapoptotic signaling
Q13489	R-HSA-5357905	Regulation of TNFR1 signaling
Q13489	R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway
Q13489	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
Q13489	R-HSA-5675482	Regulation of necroptotic cell death
Q13489	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
Q13489	R-HSA-5689880	Ub-specific processing proteases
Q13489	R-HSA-937041	IKK complex recruitment mediated by RIP1
Q13490	R-HSA-111465	Apoptotic cleavage of cellular proteins
Q13490	R-HSA-168638	NOD1/2 Signaling Pathway
Q13490	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment
Q13490	R-HSA-5213460	RIPK1-mediated regulated necrosis
Q13490	R-HSA-5357786	TNFR1-induced proapoptotic signaling
Q13490	R-HSA-5357905	Regulation of TNFR1 signaling
Q13490	R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway
Q13490	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
Q13490	R-HSA-5675482	Regulation of necroptotic cell death
Q13490	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
Q13490	R-HSA-5689880	Ub-specific processing proteases
Q13490	R-HSA-937041	IKK complex recruitment mediated by RIP1
Q13492	R-HSA-432722	Golgi Associated Vesicle Biogenesis
Q13492	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis
Q13492	R-HSA-8856828	Clathrin-mediated endocytosis
Q13492	R-HSA-9696264	RND3 GTPase cycle
Q13495	R-HSA-1912408	Pre-NOTCH Transcription and Translation
Q13495	R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
Q13495	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription
Q13495	R-HSA-2197563	NOTCH2 intracellular domain regulates transcription
Q13495	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants
Q13495	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
Q13495	R-HSA-350054	Notch-HLH transcription pathway
Q13495	R-HSA-8941856	RUNX3 regulates NOTCH signaling
Q13495	R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription
Q13495	R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription
Q13495	R-HSA-9793380	Formation of paraxial mesoderm
Q13496	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q13496	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane
Q13496	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q13501	R-HSA-205043	NRIF signals cell death from the nucleus
Q13501	R-HSA-209543	p75NTR recruits signalling complexes
Q13501	R-HSA-209560	NF-kB is activated and signals survival
Q13501	R-HSA-5205685	PINK1-PRKN Mediated Mitophagy
Q13501	R-HSA-8951664	Neddylation
Q13501	R-HSA-9020702	Interleukin-1 signaling
Q13501	R-HSA-9664873	Pexophagy
Q13501	R-HSA-9725370	Signaling by ALK fusions and activated point mutants
Q13501	R-HSA-9755511	KEAP1-NFE2L2 pathway
Q13501	R-HSA-9759194	Nuclear events mediated by NFE2L2
Q13503	R-HSA-1989781	PPARA activates gene expression
Q13503	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation
Q13503	R-HSA-9833110	RSV-host interactions
Q13505	R-HSA-1268020	Mitochondrial protein import
Q13505	R-HSA-8949613	Cristae formation
Q13505	R-HSA-9013404	RAC2 GTPase cycle
Q13506	R-HSA-9031628	NGF-stimulated transcription
Q13506	R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination
Q13507	R-HSA-114508	Effects of PIP2 hydrolysis
Q13507	R-HSA-139853	Elevation of cytosolic Ca2+ levels
Q13507	R-HSA-3295583	TRP channels
Q13507	R-HSA-418890	Role of second messengers in netrin-1 signaling
Q13507	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
Q13508	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
Q13509	R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane
