Diseases of Mismatch Repair (MMR)	Defective Mismatch Repair Associated With PMS2
Organic cation/anion/zwitterion transport	Organic cation transport
Organic cation/anion/zwitterion transport	Organic anion transport
Metabolism of lipids	Phospholipid metabolism
Metabolism of lipids	Regulation of lipid metabolism by PPARalpha
Metabolism of lipids	Sphingolipid metabolism
Metabolism of lipids	Ketone body metabolism
Metabolism of lipids	Wax and plasmalogen biosynthesis
Metabolism of lipids	Metabolism of steroids
Metabolism of lipids	Lipid particle organization
Metabolism of lipids	Fatty acid metabolism
Metabolism of lipids	Triglyceride metabolism
Metabolism of lipids	Biosynthesis of specialized proresolving mediators (SPMs)
Cardiac conduction	Phase 4 - resting membrane potential
Cardiac conduction	Phase 3 - rapid repolarisation
Cardiac conduction	Phase 0 - rapid depolarisation
Cardiac conduction	Phase 2 - plateau phase
Cardiac conduction	Phase 1 - inactivation of fast Na+ channels
Cardiac conduction	Physiological factors
Cardiac conduction	Ion homeostasis
Metabolic disorders of biological oxidation enzymes	Defective TPMT causes TPMT deficiency
Metabolic disorders of biological oxidation enzymes	Defective CYP27A1 causes CTX
Metabolic disorders of biological oxidation enzymes	Defective AHCY causes HMAHCHD
Metabolic disorders of biological oxidation enzymes	Defective OPLAH causes OPLAHD
Metabolic disorders of biological oxidation enzymes	Defective GCLC causes HAGGSD
Metabolic disorders of biological oxidation enzymes	Defective CYP1B1 causes Glaucoma
Metabolic disorders of biological oxidation enzymes	Defective UGT1A1 causes hyperbilirubinemia
Metabolic disorders of biological oxidation enzymes	Defective CYP26C1 causes FFDD4
Metabolic disorders of biological oxidation enzymes	Defective CYP4F22 causes ARCI5
Metabolic disorders of biological oxidation enzymes	Defective GSS causes GSS deficiency
Metabolic disorders of biological oxidation enzymes	Defective ACY1 causes encephalopathy
Metabolic disorders of biological oxidation enzymes	Defective CYP11B2 causes CMO-1 deficiency
Metabolic disorders of biological oxidation enzymes	Defective CYP24A1 causes HCAI
Metabolic disorders of biological oxidation enzymes	Defective CYP2U1 causes SPG56
Metabolic disorders of biological oxidation enzymes	Defective MAOA causes BRUNS
Metabolic disorders of biological oxidation enzymes	Defective CYP7B1 causes SPG5A and CBAS3
Metabolic disorders of biological oxidation enzymes	Defective CYP27B1 causes VDDR1A
Metabolic disorders of biological oxidation enzymes	Defective CYP26B1 causes RHFCA
Metabolic disorders of biological oxidation enzymes	Defective UGT1A4 causes hyperbilirubinemia
Metabolic disorders of biological oxidation enzymes	Defective CYP11B1 causes AH4
Metabolic disorders of biological oxidation enzymes	Defective FMO3 causes TMAU
Metabolic disorders of biological oxidation enzymes	Defective SLC35D1 causes SCHBCKD
Metabolic disorders of biological oxidation enzymes	Defective CYP21A2 causes AH3
Metabolic disorders of biological oxidation enzymes	Defective GGT1 causes GLUTH
Metabolic disorders of biological oxidation enzymes	Defective MAT1A causes MATD
Metabolic disorders of biological oxidation enzymes	Defective CYP11A1 causes AICSR
Metabolic disorders of biological oxidation enzymes	Defective CYP27B1 causes VDDR1B
Metabolic disorders of biological oxidation enzymes	Defective CYP17A1 causes AH5
Metabolic disorders of biological oxidation enzymes	Defective CYP19A1 causes AEXS
Metabolic disorders of biological oxidation enzymes	Defective TBXAS1 causes GHDD
Metabolic disorders of biological oxidation enzymes	Defective GGT1 in aflatoxin detoxification causes GLUTH
Diseases associated with the TLR signaling cascade	TLR3 deficiency - HSE
Diseases associated with the TLR signaling cascade	UNC93B1 deficiency - HSE
Diseases associated with the TLR signaling cascade	MyD88 deficiency (TLR2/4)
Diseases associated with the TLR signaling cascade	TICAM1 deficiency - HSE
Diseases associated with the TLR signaling cascade	TRAF3 deficiency - HSE
Diseases associated with the TLR signaling cascade	IKBKB deficiency causes SCID
Diseases associated with the TLR signaling cascade	MyD88 deficiency (TLR5)
Diseases associated with the TLR signaling cascade	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
Diseases associated with the TLR signaling cascade	IkBA variant leads to EDA-ID
Diseases associated with the TLR signaling cascade	IRAK4 deficiency (TLR5)
Diseases associated with the TLR signaling cascade	IRAK4 deficiency (TLR2/4)
Diseases associated with the TLR signaling cascade	Defective regulation of TLR7 by endogenous ligand
CLEC7A (Dectin-1) signaling	Dectin-1 mediated noncanonical NF-kB signaling
CLEC7A (Dectin-1) signaling	CLEC7A (Dectin-1) induces NFAT activation
CLEC7A (Dectin-1) signaling	CLEC7A/inflammasome pathway
Diseases associated with glycosylation precursor biosynthesis	Defective PMM2 causes PMM2-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective MPI causes MPI-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective GNE causes sialuria, NK and IBM2
Diseases associated with glycosylation precursor biosynthesis	Defective GFPT1 causes CMSTA1
Diseases associated with glycosylation precursor biosynthesis	Defective DPM1 causes DPM1-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective DPM3 causes DPM3-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective DPM2 causes DPM2-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective SRD5A3 causes SRD5A3-CDG, KHRZ
Diseases associated with glycosylation precursor biosynthesis	Defective DOLK causes DOLK-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective DHDDS causes RP59
Diseases associated with glycosylation precursor biosynthesis	Defective PGM1 causes PGM1-CDG
Diseases associated with glycosylation precursor biosynthesis	Defective GALK1 causes GALCT2
Diseases associated with glycosylation precursor biosynthesis	Defective GALE causes EDG
Diseases associated with glycosylation precursor biosynthesis	Defective GALT can cause GALCT
Hedgehog 'off' state	Degradation of GLI1 by the proteasome
Hedgehog 'off' state	Degradation of GLI2 by the proteasome
Hedgehog 'off' state	GLI3 is processed to GLI3R by the proteasome
Cilium Assembly	Anchoring of the basal body to the plasma membrane
Cilium Assembly	Cargo trafficking to the periciliary membrane
Cilium Assembly	Intraflagellar transport
ABC transporter disorders	Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome
ABC transporter disorders	Defective ABCB11 causes PFIC2 and BRIC2
ABC transporter disorders	Defective ABCB4 causes PFIC3, ICP3 and GBD1
ABC transporter disorders	Defective CFTR causes cystic fibrosis
ABC transporter disorders	Defective ABCC2 causes DJS
ABC transporter disorders	Defective ABCG8 causes GBD4 and sitosterolemia
ABC transporter disorders	Defective ABCG5 causes sitosterolemia
ABC transporter disorders	Defective ABCA1 causes TGD
ABC transporter disorders	Defective ABCA12 causes ARCI4B
ABC transporter disorders	Defective ABCC8 can cause hypo- and hyper-glycemias
ABC transporter disorders	Defective ABCD4 causes MAHCJ
ABC transporter disorders	Defective ABCB6 causes MCOPCB7
ABC transporter disorders	Defective ABCA3 causes SMDP3
ABC transporter disorders	Defective ABCD1 causes ALD
ABC transporter disorders	Defective ABCC6 causes PXE
SLC transporter disorders	Defective SLC26A2 causes chondrodysplasias
SLC transporter disorders	Defective SLC17A5 causes Salla disease (SD) and ISSD
SLC transporter disorders	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)
SLC transporter disorders	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
SLC transporter disorders	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)
SLC transporter disorders	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)
SLC transporter disorders	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)
SLC transporter disorders	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)
SLC transporter disorders	Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)
SLC transporter disorders	Defective SLC6A19 causes Hartnup disorder (HND)
SLC transporter disorders	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
SLC transporter disorders	Defective SLC26A4 causes Pendred syndrome (PDS)
SLC transporter disorders	Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)
SLC transporter disorders	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)
SLC transporter disorders	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)
SLC transporter disorders	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)
SLC transporter disorders	Defective SLC9A9 causes autism 16 (AUTS16)
SLC transporter disorders	Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)
SLC transporter disorders	Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)
SLC transporter disorders	Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)
SLC transporter disorders	Defective HK1 causes hexokinase deficiency (HK deficiency)
SLC transporter disorders	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)
SLC transporter disorders	Defective CP causes aceruloplasminemia (ACERULOP)
SLC transporter disorders	Defective SLC33A1 causes spastic paraplegia 42 (SPG42)
SLC transporter disorders	Defective SLC1A3 causes episodic ataxia 6 (EA6)
SLC transporter disorders	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)
SLC transporter disorders	Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)
SLC transporter disorders	Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)
SLC transporter disorders	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)
SLC transporter disorders	Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)
SLC transporter disorders	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)
SLC transporter disorders	Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)
SLC transporter disorders	Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)
SLC transporter disorders	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)
SLC transporter disorders	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)
SLC transporter disorders	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)
SLC transporter disorders	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
SLC transporter disorders	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)
SLC transporter disorders	Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)
SLC transporter disorders	Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)
SLC transporter disorders	Defective SLC12A3 causes Gitelman syndrome (GS)
SLC transporter disorders	Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)
SLC transporter disorders	Defective SLC6A5 causes hyperekplexia 3 (HKPX3)
SLC transporter disorders	Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)
SLC transporter disorders	Variant SLC6A14 may confer susceptibility towards obesity
SLC transporter disorders	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)
SLC transporter disorders	Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)
SLC transporter disorders	Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)
SLC transporter disorders	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)
SLC transporter disorders	Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)
SLC transporter disorders	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)
SLC transporter disorders	Defective SLC12A1 causes Bartter syndrome 1 (BS1)
SLC transporter disorders	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
SLC transporter disorders	Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)
SLC transporter disorders	Defective SLC6A2 causes orthostatic intolerance (OI)
SLC transporter disorders	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)
SLC transporter disorders	Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)
SLC transporter disorders	Defective SLC3A1 causes cystinuria (CSNU)
SLC transporter disorders	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
SLC transporter disorders	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)
SLC transporter disorders	Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)
SLC transporter disorders	Defective SLC5A2 causes renal glucosuria (GLYS1)
SLC transporter disorders	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
SLC transporter disorders	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
SLC transporter disorders	Defective SLC6A19 causes Hartnup disorder (HND)
SLC transporter disorders	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)
SLC transporter disorders	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)
SLC transporter disorders	Defective SLC7A7 causes lysinuric protein intolerance (LPI)
SLC transporter disorders	Defective SLC7A9 causes cystinuria (CSNU)
SLC transporter disorders	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
SLC transporter disorders	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)
Disorders of transmembrane transporters	ABC transporter disorders
Disorders of transmembrane transporters	SLC transporter disorders
Activation of HOX genes during differentiation	Activation of anterior HOX genes in hindbrain development during early embryogenesis
Cargo trafficking to the periciliary membrane	VxPx cargo-targeting to cilium
Cargo trafficking to the periciliary membrane	BBSome-mediated cargo-targeting to cilium
Cargo trafficking to the periciliary membrane	Trafficking of myristoylated proteins to the cilium
Cargo trafficking to the periciliary membrane	ARL13B-mediated ciliary trafficking of INPP5E
C-type lectin receptors (CLRs)	CLEC7A (Dectin-1) signaling
C-type lectin receptors (CLRs)	Dectin-2 family
C-type lectin receptors (CLRs)	CD209 (DC-SIGN) signaling
RHO GTPases activate PKNs	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3
Hedgehog 'on' state	Ligand-receptor interactions
Hedgehog 'on' state	Activation of SMO
Hedgehog 'on' state	GLI proteins bind promoters of Hh responsive genes to promote transcription
Regulation of TP53 Activity	Regulation of TP53 Activity through Phosphorylation
Regulation of TP53 Activity	Regulation of TP53 Activity through Acetylation
Regulation of TP53 Activity	Regulation of TP53 Activity through Association with Co-factors
Regulation of TP53 Activity	Regulation of TP53 Activity through Methylation
Regulation of TP53 Activity	Regulation of TP53 Expression and Degradation
TP53 Regulates Transcription of Cell Death Genes	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
TP53 Regulates Transcription of Cell Death Genes	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
TP53 Regulates Transcription of Cell Death Genes	TP53 Regulates Transcription of Caspase Activators and Caspases
TP53 Regulates Transcription of Cell Death Genes	TP53 Regulates Transcription of Death Receptors and Ligands
Signaling by EGFRvIII in Cancer	Constitutive Signaling by EGFRvIII
Signaling by Ligand-Responsive EGFR Variants in Cancer	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
Signaling by Overexpressed Wild-Type EGFR in Cancer	Inhibition of Signaling by Overexpressed EGFR
Fructose metabolism	Fructose biosynthesis
Fructose metabolism	Fructose catabolism
Vesicle-mediated transport	Membrane Trafficking
Vesicle-mediated transport	Binding and Uptake of Ligands by Scavenger Receptors
Downstream signaling of activated FGFR1	Phospholipase C-mediated cascade: FGFR1
Downstream signaling of activated FGFR1	SHC-mediated cascade:FGFR1
Downstream signaling of activated FGFR1	PI-3K cascade:FGFR1
Downstream signaling of activated FGFR1	FRS-mediated FGFR1 signaling
Downstream signaling of activated FGFR2	Phospholipase C-mediated cascade; FGFR2
Downstream signaling of activated FGFR2	PI-3K cascade:FGFR2
Downstream signaling of activated FGFR2	SHC-mediated cascade:FGFR2
Downstream signaling of activated FGFR2	FRS-mediated FGFR2 signaling
Downstream signaling of activated FGFR3	Phospholipase C-mediated cascade; FGFR3
Downstream signaling of activated FGFR3	SHC-mediated cascade:FGFR3
Downstream signaling of activated FGFR3	FRS-mediated FGFR3 signaling
Downstream signaling of activated FGFR3	PI-3K cascade:FGFR3
Downstream signaling of activated FGFR4	Phospholipase C-mediated cascade; FGFR4
Downstream signaling of activated FGFR4	FRS-mediated FGFR4 signaling
Downstream signaling of activated FGFR4	SHC-mediated cascade:FGFR4
Downstream signaling of activated FGFR4	PI-3K cascade:FGFR4
Negative regulation of FGFR1 signaling	Spry regulation of FGF signaling
Negative regulation of FGFR2 signaling	Spry regulation of FGF signaling
Negative regulation of FGFR3 signaling	Spry regulation of FGF signaling
Negative regulation of FGFR4 signaling	Spry regulation of FGF signaling
Signaling by FGFR1	FGFR1 ligand binding and activation
Signaling by FGFR1	Downstream signaling of activated FGFR1
Signaling by FGFR1	Negative regulation of FGFR1 signaling
Signaling by FGFR1	FGFRL1 modulation of FGFR1 signaling
Signaling by FGFR2	FGFR2 ligand binding and activation
Signaling by FGFR2	Downstream signaling of activated FGFR2
Signaling by FGFR2	Negative regulation of FGFR2 signaling
Signaling by FGFR2	FGFR2 alternative splicing
Signaling by FGFR3	FGFR3 ligand binding and activation
Signaling by FGFR3	Downstream signaling of activated FGFR3
Signaling by FGFR3	Negative regulation of FGFR3 signaling
Signaling by FGFR4	FGFR4 ligand binding and activation
Signaling by FGFR4	Downstream signaling of activated FGFR4
Signaling by FGFR4	Negative regulation of FGFR4 signaling
Signaling by FGFR2 in disease	FGFR2 mutant receptor activation
Signaling by FGFR4 in disease	FGFR4 mutant receptor activation
Signaling by FGFR1 in disease	FGFR1 mutant receptor activation
Signaling by FGFR3 in disease	FGFR3 mutant receptor activation
Response to metal ions	MTF1 activates gene expression
Response to metal ions	Metallothioneins bind metals
Diseases of carbohydrate metabolism	Mucopolysaccharidoses
Diseases of carbohydrate metabolism	Glycogen storage diseases
Diseases of carbohydrate metabolism	Hereditary fructose intolerance
Diseases of carbohydrate metabolism	Essential fructosuria
Diseases of carbohydrate metabolism	Intestinal saccharidase deficiencies
Diseases of carbohydrate metabolism	Essential pentosuria
Diseases of carbohydrate metabolism	Pentose phosphate pathway disease
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by FGFR in disease
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by ERBB2 in Cancer
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by EGFR in Cancer
Diseases of signal transduction by growth factor receptors and second messengers	PI3K/AKT Signaling in Cancer
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by NOTCH1 in Cancer
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by TGF-beta Receptor Complex in Cancer
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by WNT in cancer
Diseases of signal transduction by growth factor receptors and second messengers	Hh mutants abrogate ligand secretion
Diseases of signal transduction by growth factor receptors and second messengers	Oncogenic MAPK signaling
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by KIT in disease
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by PDGFR in disease
Diseases of signal transduction by growth factor receptors and second messengers	FLT3 signaling in disease
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by ALK in cancer
Diseases of signal transduction by growth factor receptors and second messengers	Signaling by LTK in cancer
Infectious disease	Bacterial Infection Pathways
Infectious disease	Parasitic Infection Pathways
Infectious disease	Viral Infection Pathways
TNFR2 non-canonical NF-kB pathway	TNFs bind their physiological receptors
TNFR2 non-canonical NF-kB pathway	NIK-->noncanonical NF-kB signaling
TNFR2 non-canonical NF-kB pathway	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
Diseases of metabolism	Phenylketonuria
Diseases of metabolism	Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate
Diseases of metabolism	Defects in vitamin and cofactor metabolism
Diseases of metabolism	Diseases of glycosylation
Diseases of metabolism	Metabolic disorders of biological oxidation enzymes
Diseases of metabolism	Defective ACTH causes obesity and POMCD
Diseases of metabolism	Diseases of carbohydrate metabolism
Diseases of metabolism	Diseases associated with surfactant metabolism
Diseases of metabolism	Diseases of nucleotide metabolism
Diseases of metabolism	Diseases of mitochondrial beta oxidation
Diseases of metabolism	Diseases of branched-chain amino acid catabolism
RAF/MAP kinase cascade	Regulation of RAS by GAPs
RAF/MAP kinase cascade	RAF activation
RAF/MAP kinase cascade	MAP2K and MAPK activation
RAF/MAP kinase cascade	Negative regulation of MAPK pathway
RAF/MAP kinase cascade	RAS processing
Negative regulation of MAPK pathway	Negative feedback regulation of MAPK pathway
Regulation of necroptotic cell death	CASP8 activity is inhibited
MAPK family signaling cascades	MAPK1/MAPK3 signaling
MAPK family signaling cascades	MAPK6/MAPK4 signaling
MAPK1/MAPK3 signaling	RAF-independent MAPK1/3 activation
MAPK1/MAPK3 signaling	RAF/MAP kinase cascade
HDR through Homologous Recombination (HRR)	Resolution of D-Loop Structures
HDR through Homologous Recombination (HRR)	Homologous DNA Pairing and Strand Exchange
Diseases associated with surfactant metabolism	Defective SLC34A2 causes PALM
Diseases associated with surfactant metabolism	Defective SFTPA2 causes IPF
Diseases associated with surfactant metabolism	Defective pro-SFTPB causes SMDP1 and RDS
Diseases associated with surfactant metabolism	Defective pro-SFTPC causes SMDP2 and RDS
Diseases associated with surfactant metabolism	Defective ABCA3 causes SMDP3
Diseases associated with surfactant metabolism	Defective CSF2RB causes SMDP5
Diseases associated with surfactant metabolism	Defective CSF2RA causes SMDP4
Deubiquitination	UCH proteinases
Deubiquitination	Josephin domain DUBs
Deubiquitination	Ub-specific processing proteases
Deubiquitination	Ovarian tumor domain proteases
Deubiquitination	Metalloprotease DUBs
DNA Double-Strand Break Repair	Homology Directed Repair
DNA Double-Strand Break Repair	Nonhomologous End-Joining (NHEJ)
DNA Double-Strand Break Repair	DNA Double Strand Break Response
Resolution of D-Loop Structures	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
Resolution of D-Loop Structures	Resolution of D-loop Structures through Holliday Junction Intermediates
Homology Directed Repair	HDR through MMEJ (alt-NHEJ)
Homology Directed Repair	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	HDR through Single Strand Annealing (SSA)
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	HDR through Homologous Recombination (HRR)
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	Processing of DNA double-strand break ends
Homologous DNA Pairing and Strand Exchange	Presynaptic phase of homologous DNA pairing and strand exchange
DNA Double Strand Break Response	Sensing of DNA Double Strand Breaks
DNA Double Strand Break Response	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
Nucleotide Excision Repair	Global Genome Nucleotide Excision Repair (GG-NER)
Nucleotide Excision Repair	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
Global Genome Nucleotide Excision Repair (GG-NER)	DNA Damage Recognition in GG-NER
Global Genome Nucleotide Excision Repair (GG-NER)	Formation of Incision Complex in GG-NER
Global Genome Nucleotide Excision Repair (GG-NER)	Gap-filling DNA repair synthesis and ligation in GG-NER
Global Genome Nucleotide Excision Repair (GG-NER)	Dual Incision in GG-NER
Post-translational protein modification	Post-translational modification: synthesis of GPI-anchored proteins
Post-translational protein modification	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation
Post-translational protein modification	SUMOylation
Post-translational protein modification	Asparagine N-linked glycosylation
Post-translational protein modification	O-linked glycosylation
Post-translational protein modification	Deubiquitination
Post-translational protein modification	Protein ubiquitination
Post-translational protein modification	RAB geranylgeranylation
Post-translational protein modification	Protein methylation
Post-translational protein modification	Neddylation
Post-translational protein modification	Carboxyterminal post-translational modifications of tubulin
Post-translational protein modification	Post-translational protein phosphorylation
Post-translational protein modification	Protein lipoylation
Post-translational protein modification	Proteasome assembly
Respiratory electron transport	Complex I biogenesis
Respiratory electron transport	Malate-aspartate shuttle
Respiratory electron transport	Complex IV assembly
Respiratory electron transport	Complex III assembly
Inflammasomes	The NLRP1 inflammasome
Inflammasomes	The NLRP3 inflammasome
Inflammasomes	The AIM2 inflammasome
Inflammasomes	The IPAF inflammasome
Presynaptic nicotinic acetylcholine receptors	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors
Presynaptic nicotinic acetylcholine receptors	Highly calcium permeable nicotinic acetylcholine receptors
Postsynaptic nicotinic acetylcholine receptors	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors
Postsynaptic nicotinic acetylcholine receptors	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Formation of TC-NER Pre-Incision Complex
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Dual incision in TC-NER
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Gap-filling DNA repair synthesis and ligation in TC-NER
tRNA modification in the nucleus and cytosol	Synthesis of wybutosine at G37 of tRNA(Phe)
Fanconi Anemia Pathway	Drug-induced formation of DNA interstrand crosslinks
Interleukin-6 family signaling	Interleukin-6 signaling
Interleukin-6 family signaling	IL-6-type cytokine receptor ligand interactions
TP53 Regulates Transcription of Cell Cycle Genes	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
TP53 Regulates Transcription of Cell Cycle Genes	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
TP53 Regulates Transcription of Cell Cycle Genes	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
Pentose phosphate pathway disease	RPIA deficiency: failed conversion of R5P to RU5P
Pentose phosphate pathway disease	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P
Pentose phosphate pathway disease	RPIA deficiency: failed conversion of RU5P to R5P
Pentose phosphate pathway disease	TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P
Protein-protein interactions at synapses	Receptor-type tyrosine-protein phosphatases
Protein-protein interactions at synapses	Neurexins and neuroligins
Protein-protein interactions at synapses	Synaptic adhesion-like molecules
Signaling by RAS mutants	RAS GTPase cycle mutants
Signaling by RAS mutants	Signaling downstream of RAS mutants
Oncogenic MAPK signaling	Signaling by moderate kinase activity BRAF mutants
Oncogenic MAPK signaling	Signaling by high-kinase activity BRAF mutants
Oncogenic MAPK signaling	Signaling by RAS mutants
Oncogenic MAPK signaling	Signaling by BRAF and RAF1 fusions
Oncogenic MAPK signaling	RAS signaling downstream of NF1 loss-of-function variants
Oncogenic MAPK signaling	Paradoxical activation of RAF signaling by kinase inactive BRAF
Oncogenic MAPK signaling	Signaling by MAP2K mutants
Oncogenic MAPK signaling	Signaling by MAPK mutants
Oncogenic MAPK signaling	Signaling by RAF1 mutants
Oncogenic MAPK signaling	Signaling by MRAS-complex mutants
Antimicrobial peptides	Defensins
Antimicrobial peptides	Metal sequestration by antimicrobial proteins
Antimicrobial peptides	Ion influx/efflux at host-pathogen interface
Regulation of TP53 Activity through Acetylation	PI5P Regulates TP53 Acetylation
Keratinization	Formation of the cornified envelope
Regulation of TP53 Expression and Degradation	Regulation of TP53 Expression
Regulation of TP53 Expression and Degradation	Regulation of TP53 Degradation
Metabolism of fat-soluble vitamins	Metabolism of vitamin K
Metabolism of fat-soluble vitamins	Vitamin E transport
Metabolism of fat-soluble vitamins	Retinoid metabolism and transport
Signaling by MET	MET Receptor Activation
Signaling by MET	Negative regulation of MET activity
Signaling by MET	MET activates RAS signaling
Signaling by MET	MET activates PI3K/AKT signaling
Signaling by MET	MET activates PTPN11
Signaling by MET	MET receptor recycling
Signaling by MET	MET activates STAT3
Signaling by MET	MET promotes cell motility
Negative regulation of MET activity	Drug-mediated inhibition of MET activation
PTEN Regulation	Regulation of PTEN mRNA translation
PTEN Regulation	Regulation of PTEN gene transcription
PTEN Regulation	Regulation of PTEN localization
PTEN Regulation	Regulation of PTEN stability and activity
